train/time_elapsed,train/epoch,train/recall,train/accuracy,train/mean_loss,train/f1
37.343865633010864,1,0.994244,1.0,45.060842520301634,0.9971136932090556
75.98371434211731,2,0.987408,1.0,40.38074072304743,0.993664109231723
113.86937832832336,3,0.984146,1.0,51.48925152158664,0.992009660579413
154.30633163452148,4,0.992496,1.0,45.922664343395645,0.9962338694782825
194.0642650127411,5,0.985036,1.0,49.59853801602534,0.9924615976737954
235.27052855491638,6,0.987476,1.0,46.31931459600203,0.9936985402591025
272.42673087120056,7,0.987202,1.0,48.33381986479249,0.9935597890903894
311.91712856292725,8,0.990048,1.0,45.392631235209315,0.9949991155992217
349.52800154685974,9,0.985414,1.0,41.965384939218374,0.9926534214022869
388.770681142807,10,0.99043,1.0,45.54493198579629,0.9951919936898058
427.2697284221649,11,0.981656,1.0,41.638666306518424,0.9907430956735175
465.3335587978363,12,0.994072,1.0,37.69711284520926,0.9970271885869717
499.26804971694946,13,0.983538,1.0,41.128250448462175,0.99170068836594
537.4248971939087,14,0.990168,1.0,35.39229979771004,0.9950597135518208
573.2283220291138,15,0.979266,1.0,45.28175454017084,0.9895243994490887
611.5081086158752,16,0.993596,1.0,37.75962695647927,0.9967877142610639
649.1046512126923,17,0.973618,1.0,39.900772157564624,0.9866326715706889
688.019859790802,18,0.98749,1.0,38.61766755040983,0.9937056287075658
716.3897595405579,19,0.976618,1.0,38.502674129824925,0.9881707036969207
752.0370397567749,20,0.98425,1.0,37.37695272756453,0.9920624921254882
793.5543308258057,21,0.982832,1.0,35.93987033870776,0.9913416769549815
835.5150003433228,22,0.985742,1.0,31.993933156521624,0.9928198124429054
871.4915556907654,23,0.98499,1.0,38.136384700770996,0.9924382490591892
907.2476375102997,24,0.98612,1.0,40.58539384594349,0.9930114998086721
946.4442083835602,25,0.98454,1.0,41.33972655578365,0.9922097816118597
987.1464400291443,26,0.986722,1.0,36.869478264036175,0.9933166291005989
1027.3968884944916,27,0.99276,1.0,37.73399266818712,0.9963668479897227
1066.8006546497345,28,0.994046,1.0,34.16107250626524,0.9970141110084723
1108.3127636909485,29,0.98477,1.0,29.042368555599737,0.9923265668062294
1149.2628481388092,30,0.98801,1.0,32.965610543172524,0.9939688432150744
1187.688214302063,31,0.994756,1.0,40.07518615199209,0.9973711070426658
1226.350725889206,32,0.984402,1.0,28.378029136004322,0.9921396975008088
1263.211977481842,33,0.993278,1.0,33.75829572521127,0.9966276655840278
1302.33393740654,34,0.976872,1.0,41.61974098329778,0.9883007094035425
1342.487467765808,35,0.988874,1.0,44.833517585937294,0.994405879909939
1380.4633843898773,36,0.983958,1.0,32.46975229021653,0.9919141433437604
1419.2514035701752,37,0.995456,1.0,31.267412343313165,0.9977228262612656
1460.7006788253784,38,0.987834,1.0,32.45876800226946,0.9938797706448326
1497.263735294342,39,0.996456,1.0,32.166011028884014,0.9982248544420713
1536.3078119754791,40,0.985912,1.0,35.88656021036902,0.9929060300758544
1574.7855942249298,41,0.987918,1.0,29.38602250768682,0.99392228452079
1602.2893891334534,42,0.985196,1.0,32.12835747845463,0.9925428018190647
1642.2376673221588,43,0.991542,1.0,34.486289664462376,0.9957530396044875
1680.029914855957,44,0.986456,1.0,30.851424588914295,0.9931818273347106
1714.7501318454742,45,0.986024,1.0,29.30165704323728,0.9929628242156188
1744.0530171394348,46,0.986224,1.0,31.088413250879476,0.9930642263913838
1775.790148973465,47,0.987716,1.0,28.314125065000663,0.9938200427022774
1813.1511416435242,48,0.991198,1.0,26.150957005401594,0.995579545580098
1853.1914579868317,49,0.982126,1.0,31.89664293471781,0.99098240979635
1891.5154674053192,50,0.98388,1.0,36.207193749892916,0.9918745085388229
1924.4590866565704,51,0.99215,1.0,30.629126320140266,0.9960595336696533
1956.3140268325806,52,0.984234,1.0,28.37295574254853,0.9920543645557933
1989.4229760169983,53,0.982248,1.0,31.475078948330182,0.9910445110803492
2030.0078566074371,54,0.992446,1.0,32.44654603006591,0.9962086801850589
2069.5606577396393,55,0.995076,1.0,29.62573771166521,0.997531923595893
2105.065317630768,56,0.986818,1.0,32.307114330992604,0.9933652704978513
2134.0080831050873,57,0.993358,1.0,35.35189116946751,0.9966679342095097
2149.320166826248,58,0.995754,1.0,31.73599461405829,0.9978724832820077
2164.590435028076,59,0.992446,1.0,29.17934093391761,0.9962086801850589
2179.9406085014343,60,0.995322,1.0,28.6777911823445,0.9976555162525147
2196.3488414287567,61,0.988356,1.0,33.20603449326943,0.9941439058196821
2212.5393974781036,62,0.981524,1.0,28.424735584165692,0.9906758636281974
2228.378609418869,63,0.974432,1.0,26.840453532313738,0.9870504529910374
2244.465257883072,64,0.995282,1.0,33.75589988128251,0.9976354219604046
2261.5159392356873,65,0.986754,1.0,33.319887720452606,0.9933328434219839
2277.423243999481,66,0.989404,1.0,29.370120782889387,0.9946737816954223
2293.521388530731,67,0.986822,1.0,26.766735470023466,0.9933672971207285
2310.098963499069,68,0.984522,1.0,31.476658188470065,0.9922006407588325
2326.0153284072876,69,0.994784,1.0,31.472492143527024,0.9973851805508767
2341.704343557358,70,0.980698,1.0,28.439296593502576,0.9902549505275413
2359.1873104572296,71,0.989194,1.0,26.50435510347907,0.9945676490075881
2376.64502620697,72,0.984918,1.0,28.628296758602072,0.9924017012289676
2395.635562181473,73,0.994898,1.0,29.913812535308768,0.9974424757556526
2415.2714216709137,74,0.990308,1.0,29.99448605760276,0.9951304019277418
2431.999238014221,75,0.99176,1.0,28.708470266178907,0.9958629553761498
2449.275936126709,76,0.990408,1.0,28.023052772150557,0.9951808875366256
2465.9398312568665,77,0.9926,1.0,24.692961329630478,0.9962862591588879
2481.907898902893,78,0.991498,1.0,33.44801850938748,0.9957308518512196
2498.63014793396,79,0.986836,1.0,26.677206955018892,0.993374390236537
2515.9250457286835,80,0.983384,1.0,29.695489106488203,0.9916223988899779
2532.3278999328613,81,0.996534,1.0,30.172294727131007,0.9982639914972647
2548.164929151535,82,0.992716,1.0,28.54348961121289,0.9963446873513335
2564.283666372299,83,0.992008,1.0,25.156871898971048,0.9959879679198076
2581.033294916153,84,0.99728,1.0,27.250282730682237,0.9986381478811184
2599.7431724071503,85,0.998848,1.0,26.025999852615346,0.9994236680327868
2619.4288597106934,86,0.991136,1.0,29.530735898027036,0.9955482699323401
2637.719955444336,87,0.982164,1.0,30.711184445551254,0.9910017536389522
2658.981908082962,88,0.987566,1.0,26.29579764006692,0.9937441071139272
2677.028576374054,89,0.986632,1.0,23.399259263212997,0.9932710235212158
2694.947484970093,90,0.99422,1.0,30.081409626219997,0.9971016236924712
2713.6823155879974,91,0.987808,1.0,28.457702704132398,0.9938666108598013
2730.8708288669586,92,0.976514,1.0,23.741036290354348,0.9881174633723819
2747.4261689186096,93,0.986414,1.0,29.92073642248202,0.9931605395451302
2764.112909078598,94,0.98699,1.0,23.371866077565976,0.9934524079134772
2781.034376144409,95,0.989768,1.0,27.328056318107745,0.9948576919520266
2797.8960716724396,96,0.995202,1.0,27.501177417371753,0.9975952309590709
2815.2768371105194,97,0.98468,1.0,26.19734430168217,0.9922808714755024
2833.556792974472,98,0.995972,1.0,26.678231047327223,0.9979819356183353
2862.8234045505524,99,0.992052,1.0,22.55373492242126,0.9960101443135019
2899.613217115402,100,0.992956,1.0,25.392101916176635,0.9964655516729922
